applicant_name,role,city_type,previous_ctc,previous_job_switches,graduation_marks,previous_exp,expected_ctc,Unnamed: 8
Applicant 1123,Manager,Non-Metro,"  63,609.00 ",1.0,47.0,53.0,"  109,221.39 ",
Applicant 1124,Executive,Non-Metro,"  56,990.00 ",3.0,58.0,27.0,"  86,557.85 ",
Applicant 1125,Manager,Non-Metro,"  67,772.00 ",1.0,38.0,23.0,"  90,785.90 ",
Applicant 1126,Executive,Non-Metro,"  49,925.00 ",4.0,64.0,63.0,"  64,951.65 ",
Applicant 1127,Executive,Metro,"  58,284.00 ",1.0,40.0,55.0,"  79,183.24 ",
Applicant 1128,Executive,Non-Metro,"  63,979.00 ",4.0,42.0,35.0,"  67,563.06 ",
Applicant 1129,Executive,Metro,"  55,342.00 ",2.0,63.0,34.0,"  80,572.82 ",
Applicant 1130,Executive,Non-Metro,"  47,766.00 ",1.0,82.0,19.0,"  67,185.00 ",
Applicant 1131,Executive,Non-Metro,"  51,176.00 ",1.0,58.0,39.0,"  59,186.89 ",
Applicant 1132,Executive,Metro,"  74,256.00 ",2.0,40.0,27.0,"  83,023.18 ",
Applicant 1133,Executive,Metro,"  68,071.00 ",3.0,85.0,57.0,"  88,690.87 ",
Applicant 1134,Executive,Non-Metro,"  43,991.00 ",3.0,63.0,52.0,"  65,742.89 ",
Applicant 1135,Executive,Metro,"  56,932.00 ",3.0,60.0,28.0,"  76,261.61 ",
Applicant 1136,Executive,Non-Metro,"  56,426.00 ",1.0,70.0,50.0,"  67,726.88 ",
Applicant 1137,Executive,Non-Metro,"  54,155.00 ",3.0,70.0,44.0,"  78,630.03 ",
Applicant 1138,Executive,Non-Metro,"  43,851.00 ",1.0,65.0,26.0,"  54,865.59 ",
Applicant 1139,Executive,Metro,"  56,122.00 ",1.0,54.0,33.0,"  64,557.84 ",
Applicant 1140,Manager,Non-Metro,"  55,131.00 ",2.0,42.0,19.0,"  93,178.19 ",
Applicant 1141,Executive,Metro,"  57,751.00 ",1.0,48.0,50.0,"  78,378.46 ",
Applicant 1142,Executive,Non-Metro,"  58,653.00 ",4.0,66.0,41.0,"  80,073.57 ",
Applicant 1143,Executive,Non-Metro,"  49,004.00 ",1.0,69.0,52.0,"  89,751.35 ",
Applicant 1144,Executive,Metro,"  56,930.00 ",3.0,74.0,39.0,"  66,943.47 ",
Applicant 1145,Executive,Metro,"  54,247.00 ",1.0,49.0,50.0,"  85,719.27 ",
Applicant 1146,Executive,Metro,"  58,582.00 ",1.0,68.0,52.0,"  71,322.55 ",
Applicant 1147,Manager,Metro,"  61,709.00 ",4.0,39.0,60.0,"  117,207.24 ",
Applicant 1148,Executive,Non-Metro,"  58,409.00 ",4.0,37.0,20.0,"  56,691.33 ",
Applicant 1149,Executive,Metro,"  49,158.00 ",1.0,54.0,55.0,"  85,505.19 ",
Applicant 1150,Executive,Metro,"  63,379.00 ",3.0,58.0,42.0,"  69,885.18 ",
Applicant 1151,Executive,Non-Metro,"  56,008.00 ",2.0,68.0,18.0,"  64,849.34 ",
Applicant 1152,Executive,Non-Metro,"  60,357.00 ",3.0,46.0,58.0,"  80,065.96 ",
Applicant 1153,Manager,Non-Metro,"  55,592.00 ",4.0,79.0,43.0,"  93,020.09 ",
Applicant 1154,Executive,Non-Metro,"  56,240.00 ",3.0,61.0,35.0,"  68,760.12 ",
Applicant 1155,Executive,Non-Metro,"  51,556.00 ",4.0,84.0,48.0,"  70,431.03 ",
Applicant 1156,Executive,Non-Metro,"  49,213.00 ",1.0,82.0,36.0,"  68,388.95 ",
Applicant 1157,Manager,Metro,"  65,184.00 ",4.0,82.0,19.0,"  99,052.84 ",
Applicant 1158,Executive,Non-Metro,"  45,171.00 ",3.0,52.0,23.0,"  67,097.18 ",
Applicant 1159,Executive,Non-Metro,"  57,913.00 ",2.0,83.0,20.0,"  55,293.75 ",
Applicant 1160,Executive,Non-Metro,"  61,365.00 ",4.0,78.0,32.0,"  63,147.41 ",
Applicant 1161,Executive,Non-Metro,"  58,243.00 ",1.0,66.0,43.0,"  61,544.46 ",
Applicant 1162,Executive,Metro,"  66,309.00 ",1.0,75.0,34.0,"  64,938.37 ",
Applicant 1163,Executive,Metro,"  64,922.00 ",2.0,51.0,30.0,"  90,181.89 ",
Applicant 1164,Executive,Non-Metro,"  56,749.00 ",1.0,37.0,18.0,"  61,767.79 ",
Applicant 1165,Executive,Non-Metro,"  53,798.00 ",2.0,44.0,41.0,"  70,241.22 ",
Applicant 1166,Executive,Non-Metro,"  46,468.00 ",1.0,74.0,35.0,"  70,966.30 ",
Applicant 1167,Executive,Metro,"  65,405.00 ",4.0,45.0,57.0,"  78,163.11 ",
Applicant 1168,Executive,Non-Metro,"  54,254.00 ",2.0,60.0,29.0,"  61,216.81 ",
Applicant 1169,Executive,Metro,"  62,951.00 ",3.0,50.0,32.0,"  74,365.36 ",
Applicant 1170,Executive,Non-Metro,"  64,066.00 ",4.0,64.0,37.0,"  69,326.09 ",
Applicant 1171,Manager,Metro,"  51,461.00 ",3.0,74.0,18.0,"  72,709.86 ",
Applicant 1172,Manager,Non-Metro,"  49,699.00 ",3.0,84.0,43.0,"  78,721.30 ",
Applicant 1173,Executive,Non-Metro,"  63,663.00 ",4.0,44.0,56.0,"  64,125.56 ",
Applicant 1174,Executive,Metro,"  53,866.00 ",3.0,40.0,38.0,"  72,441.01 ",
Applicant 1175,Executive,Metro,"  55,074.00 ",3.0,79.0,29.0,"  67,749.39 ",
Applicant 1176,Executive,Non-Metro,"  50,177.00 ",3.0,58.0,22.0,"  60,864.10 ",
Applicant 1177,Manager,Non-Metro,"  50,204.00 ",4.0,49.0,52.0,"  69,110.75 ",
Applicant 1178,Executive,Non-Metro,"  54,135.00 ",2.0,70.0,40.0,"  58,680.23 ",
Applicant 1179,Executive,Non-Metro,"  63,207.00 ",2.0,84.0,23.0,"  71,112.14 ",
Applicant 1180,Manager,Metro,"  50,297.00 ",2.0,39.0,31.0,"  67,527.15 ",
Applicant 1181,Executive,Non-Metro,"  67,699.00 ",2.0,81.0,42.0,"  80,017.56 ",
Applicant 1182,Executive,Non-Metro,"  53,635.00 ",4.0,61.0,24.0,"  66,094.08 ",
Applicant 1183,Executive,Non-Metro,"  57,135.00 ",2.0,62.0,25.0,"  61,164.74 ",
Applicant 1184,Executive,Non-Metro,"  54,256.00 ",4.0,83.0,48.0,"  68,986.00 ",
Applicant 1185,Manager,Non-Metro,"  56,796.00 ",3.0,81.0,23.0,"  78,555.43 ",
Applicant 1186,Executive,Metro,"  50,007.00 ",4.0,35.0,45.0,"  69,125.34 ",
Applicant 1187,Manager,Metro,"  56,229.00 ",3.0,76.0,20.0,"  101,915.60 ",
Applicant 1188,Executive,Non-Metro,"  54,621.00 ",2.0,52.0,62.0,"  74,204.19 ",
Applicant 1189,Manager,Non-Metro,"  46,454.00 ",2.0,44.0,43.0,"  80,042.53 ",
Applicant 1190,Executive,Non-Metro,"  52,886.00 ",2.0,60.0,23.0,"  71,190.67 ",
Applicant 1191,Executive,Non-Metro,"  60,025.00 ",2.0,54.0,31.0,"  71,258.48 ",
Applicant 1192,Executive,Non-Metro,"  49,743.00 ",4.0,63.0,41.0,"  77,869.10 ",
Applicant 1193,Executive,Non-Metro,"  60,429.00 ",1.0,35.0,58.0,"  88,297.22 ",
Applicant 1194,Executive,Non-Metro,"  65,477.00 ",2.0,36.0,48.0,"  63,825.21 ",
Applicant 1195,Executive,Non-Metro,"  42,093.00 ",3.0,46.0,31.0,"  63,799.66 ",
Applicant 1196,Executive,Non-Metro,"  54,529.00 ",1.0,77.0,19.0,"  80,699.82 ",
Applicant 1197,Manager,Non-Metro,"  58,513.00 ",3.0,84.0,19.0,"  96,121.86 ",
Applicant 1198,Executive,Metro,"  58,339.00 ",3.0,49.0,41.0,"  70,172.65 ",
Applicant 1199,Executive,Metro,"  59,279.00 ",2.0,52.0,40.0,"  73,150.11 ",
Applicant 1200,Executive,Non-Metro,"  51,921.00 ",1.0,35.0,31.0,"  73,183.35 ",
Applicant 1201,Executive,Metro,"  52,761.00 ",2.0,41.0,37.0,"  64,003.57 ",
Applicant 1202,Executive,Metro,"  65,318.00 ",3.0,72.0,46.0,"  67,462.73 ",
Applicant 1203,Executive,Metro,"  57,269.00 ",2.0,80.0,22.0,"  65,914.62 ",
Applicant 1204,Executive,Metro,"  55,593.00 ",1.0,82.0,51.0,"  74,420.60 ",
Applicant 1205,Manager,Non-Metro,"  53,100.00 ",3.0,59.0,18.0,"  78,046.30 ",
Applicant 1206,Executive,Metro,"  41,628.00 ",1.0,76.0,35.0,"  62,015.95 ",
Applicant 1207,Executive,Non-Metro,"  61,245.00 ",4.0,47.0,59.0,"  95,876.25 ",
Applicant 1208,Manager,Metro,"  62,568.00 ",2.0,39.0,36.0,"  94,030.29 ",
Applicant 1209,Manager,Non-Metro,"  48,402.00 ",4.0,47.0,37.0,"  81,043.15 ",
Applicant 1210,Executive,Metro,"  58,434.00 ",4.0,65.0,59.0,"  70,821.12 ",
Applicant 1211,Executive,Metro,"  54,097.00 ",2.0,37.0,36.0,"  76,870.60 ",
Applicant 1212,Executive,Metro,"  63,767.00 ",3.0,35.0,39.0,"  92,160.40 ",
Applicant 1213,Executive,Metro,"  50,441.00 ",1.0,84.0,18.0,"  66,181.93 ",
Applicant 1214,Executive,Non-Metro,"  55,296.00 ",4.0,43.0,52.0,"  69,732.87 ",
Applicant 1215,Executive,Non-Metro,"  53,330.00 ",4.0,39.0,27.0,"  61,239.85 ",
Applicant 1216,Executive,Metro,"  66,173.00 ",3.0,52.0,18.0,"  84,956.21 ",
Applicant 1217,Executive,Metro,"  52,744.00 ",4.0,80.0,40.0,"  67,304.59 ",
Applicant 1218,Executive,Metro,"  61,383.00 ",4.0,61.0,29.0,"  67,320.63 ",
Applicant 1219,Manager,Non-Metro,"  60,448.00 ",4.0,60.0,46.0,"  112,779.40 ",
Applicant 1220,Executive,Non-Metro,"  55,152.00 ",1.0,35.0,38.0,"  63,921.31 ",
Applicant 1221,Executive,Non-Metro,"  42,355.00 ",3.0,76.0,30.0,"  64,636.87 ",
Applicant 1222,Executive,Metro,"  53,884.00 ",1.0,63.0,40.0,"  73,543.94 ",
Applicant 1223,Executive,Metro,"  49,963.00 ",2.0,46.0,50.0,"  74,265.14 ",
Applicant 1224,Manager,Non-Metro,"  53,902.00 ",3.0,47.0,20.0,"  90,466.74 ",
Applicant 1225,Executive,Metro,"  44,974.00 ",2.0,61.0,41.0,"  62,808.80 ",
Applicant 1226,Executive,Non-Metro,"  61,732.00 ",1.0,66.0,33.0,"  60,602.08 ",
Applicant 1227,Executive,Metro,"  42,170.00 ",1.0,52.0,38.0,"  65,191.42 ",
Applicant 1228,Executive,Metro,"  62,831.00 ",3.0,85.0,42.0,"  70,825.24 ",
Applicant 1229,Executive,Metro,"  57,686.00 ",4.0,65.0,56.0,"  74,778.09 ",
Applicant 1230,Executive,Metro,"  57,254.00 ",1.0,70.0,58.0,"  71,638.60 ",
Applicant 1231,Manager,Metro,"  60,298.00 ",1.0,47.0,52.0,"  123,416.99 ",
Applicant 1232,Manager,Non-Metro,"  47,335.00 ",2.0,52.0,20.0,"  73,270.92 ",
Applicant 1233,Executive,Non-Metro,"  54,452.00 ",3.0,40.0,54.0,"  65,218.69 ",
Applicant 1234,Executive,Metro,"  49,086.00 ",4.0,80.0,58.0,"  78,946.57 ",
Applicant 1235,Executive,Non-Metro,"  57,475.00 ",4.0,64.0,45.0,"  72,715.72 ",
Applicant 1236,Executive,Metro,"  60,056.00 ",3.0,68.0,26.0,"  57,304.09 ",
Applicant 1237,Executive,Non-Metro,"  42,227.00 ",4.0,62.0,63.0,"  74,288.12 ",
Applicant 1238,Executive,Non-Metro,"  51,636.00 ",3.0,77.0,58.0,"  62,720.14 ",
Applicant 1239,Executive,Metro,"  52,099.00 ",4.0,49.0,37.0,"  66,978.72 ",
Applicant 1240,Executive,Non-Metro,"  64,898.00 ",1.0,65.0,25.0,"  53,486.69 ",
Applicant 1241,Manager,Metro,"  67,907.00 ",2.0,74.0,52.0,"  113,508.80 ",
Applicant 1242,Manager,Metro,"  62,908.00 ",4.0,41.0,64.0,"  107,149.02 ",
Applicant 1243,Executive,Non-Metro,"  50,268.00 ",4.0,37.0,22.0,"  62,997.46 ",
Applicant 1244,Executive,Non-Metro,"  55,183.00 ",2.0,78.0,28.0,"  64,495.67 ",
Applicant 1245,Executive,Metro,"  61,183.00 ",4.0,67.0,18.0,"  60,461.93 ",
Applicant 1246,Executive,Metro,"  45,023.00 ",2.0,39.0,28.0,"  65,800.20 ",
Applicant 1247,Executive,Non-Metro,"  52,364.00 ",3.0,77.0,45.0,"  65,458.44 ",
Applicant 1248,Executive,Metro,"  55,788.00 ",3.0,70.0,33.0,"  79,389.33 ",
Applicant 1249,Executive,Non-Metro,"  69,032.00 ",4.0,46.0,18.0,"  56,675.95 ",
Applicant 1250,Manager,Metro,"  59,439.00 ",1.0,77.0,32.0,"  108,591.11 ",
Applicant 1251,Manager,Metro,"  53,547.00 ",3.0,82.0,24.0,"  88,400.48 ",
Applicant 1252,Executive,Metro,"  40,996.00 ",3.0,37.0,19.0,"  74,415.20 ",
Applicant 1253,Manager,Metro,"  48,796.00 ",4.0,85.0,20.0,"  77,569.74 ",
Applicant 1254,Executive,Non-Metro,"  56,829.00 ",4.0,74.0,40.0,"  81,195.86 ",
Applicant 1255,Executive,Non-Metro,"  54,748.00 ",1.0,68.0,34.0,"  69,403.41 ",
Applicant 1256,Executive,Non-Metro,"  60,337.00 ",1.0,37.0,42.0,"  71,376.42 ",
Applicant 1257,Executive,Non-Metro,"  59,176.00 ",3.0,35.0,51.0,"  67,273.98 ",
Applicant 1258,Executive,Non-Metro,"  55,672.00 ",1.0,43.0,54.0,"  71,726.71 ",
Applicant 1259,Executive,Metro,"  63,448.00 ",2.0,76.0,55.0,"  94,510.73 ",
Applicant 1260,Executive,Non-Metro,"  50,429.00 ",2.0,41.0,52.0,"  75,993.47 ",
Applicant 1261,Executive,Non-Metro,"  41,989.00 ",4.0,48.0,32.0,"  62,216.45 ",
Applicant 1262,Executive,Metro,"  63,087.00 ",1.0,66.0,28.0,"  70,052.79 ",
Applicant 1263,Executive,Non-Metro,"  50,400.00 ",4.0,76.0,41.0,"  62,229.29 ",
Applicant 1264,Executive,Non-Metro,"  50,106.00 ",2.0,66.0,43.0,"  71,532.81 ",
Applicant 1265,Executive,Non-Metro,"  59,860.00 ",2.0,54.0,49.0,"  78,562.35 ",
Applicant 1266,Manager,Metro,"  44,965.00 ",2.0,77.0,64.0,"  83,414.05 ",
Applicant 1267,Executive,Non-Metro,"  55,558.00 ",4.0,68.0,55.0,"  66,632.83 ",
Applicant 1268,Manager,Metro,"  57,337.00 ",3.0,76.0,24.0,"  88,044.35 ",
Applicant 1269,Executive,Non-Metro,"  55,210.00 ",1.0,80.0,20.0,"  62,180.74 ",
Applicant 1270,Executive,Metro,"  51,416.00 ",1.0,84.0,45.0,"  73,874.70 ",
Applicant 1271,Executive,Metro,"  55,875.00 ",4.0,76.0,26.0,"  67,488.08 ",
Applicant 1272,Executive,Non-Metro,"  58,333.00 ",1.0,38.0,25.0,"  66,935.07 ",
Applicant 1273,Executive,Metro,"  46,631.00 ",2.0,56.0,43.0,"  69,919.87 ",
Applicant 1274,Executive,Metro,"  47,633.00 ",2.0,62.0,35.0,"  63,618.80 ",
Applicant 1275,Manager,Metro,"  47,460.00 ",4.0,82.0,26.0,"  74,837.72 ",
Applicant 1276,Executive,Metro,"  50,315.00 ",2.0,46.0,57.0,"  77,795.34 ",
Applicant 1277,Executive,Non-Metro,"  54,384.00 ",1.0,76.0,22.0,"  74,948.17 ",
Applicant 1278,Executive,Non-Metro,"  59,354.00 ",4.0,72.0,32.0,"  60,200.18 ",
Applicant 1279,Manager,Metro,"  52,881.00 ",3.0,57.0,39.0,"  87,630.95 ",
Applicant 1280,Executive,Non-Metro,"  56,763.00 ",3.0,38.0,25.0,"  58,983.46 ",
Applicant 1281,Executive,Non-Metro,"  61,870.00 ",1.0,42.0,48.0,"  65,467.76 ",
Applicant 1282,Manager,Non-Metro,"  55,180.00 ",2.0,73.0,47.0,"  79,153.15 ",
Applicant 1283,Manager,Non-Metro,"  50,723.00 ",1.0,59.0,18.0,"  80,841.08 ",
Applicant 1284,Executive,Metro,"  53,125.00 ",1.0,42.0,18.0,"  60,333.57 ",
Applicant 1285,Manager,Metro,"  65,519.00 ",3.0,55.0,61.0,"  117,307.70 ",
Applicant 1286,Executive,Non-Metro,"  54,005.00 ",1.0,78.0,47.0,"  72,128.86 ",
Applicant 1287,Executive,Non-Metro,"  41,862.00 ",2.0,41.0,28.0,"  65,494.51 ",
Applicant 1288,Executive,Non-Metro,"  52,694.00 ",1.0,36.0,36.0,"  68,185.43 ",
Applicant 1289,Manager,Metro,"  66,148.00 ",2.0,41.0,20.0,"  111,739.65 ",
Applicant 1290,Executive,Metro,"  64,193.00 ",1.0,78.0,44.0,"  75,081.97 ",
Applicant 1291,Executive,Non-Metro,"  44,023.00 ",3.0,53.0,38.0,"  62,231.54 ",
Applicant 1292,Manager,Metro,"  62,788.00 ",4.0,55.0,19.0,"  89,010.90 ",
Applicant 1293,Executive,Metro,"  52,880.00 ",1.0,64.0,21.0,"  60,310.88 ",
Applicant 1294,Executive,Metro,"  47,404.00 ",4.0,66.0,46.0,"  68,071.37 ",
Applicant 1295,Executive,Metro,"  53,042.00 ",3.0,83.0,58.0,"  84,687.72 ",
Applicant 1296,Executive,Metro,"  50,887.00 ",4.0,37.0,20.0,"  63,597.09 ",
Applicant 1297,Executive,Metro,"  52,604.00 ",3.0,82.0,18.0,"  75,098.22 ",
Applicant 1298,Executive,Non-Metro,"  53,239.00 ",4.0,78.0,28.0,"  67,381.61 ",
Applicant 1299,Executive,Metro,"  51,444.00 ",2.0,42.0,33.0,"  67,500.55 ",
Applicant 1300,Executive,Non-Metro,"  54,855.00 ",3.0,53.0,19.0,"  60,631.23 ",
Applicant 1301,Manager,Metro,"  59,883.00 ",4.0,40.0,45.0,"  119,585.49 ",
Applicant 1302,Manager,Metro,"  58,204.00 ",4.0,36.0,62.0,"  101,108.86 ",
Applicant 1303,Executive,Non-Metro,"  50,670.00 ",1.0,41.0,25.0,"  68,130.72 ",
Applicant 1304,Manager,Metro,"  53,045.00 ",3.0,47.0,43.0,"  105,077.70 ",
Applicant 1305,Manager,Metro,"  47,753.00 ",4.0,73.0,42.0,"  90,597.18 ",
Applicant 1306,Executive,Non-Metro,"  49,240.00 ",2.0,67.0,24.0,"  60,020.13 ",
Applicant 1307,Manager,Non-Metro,"  47,842.00 ",1.0,77.0,29.0,"  83,103.77 ",
Applicant 1308,Manager,Metro,"  49,427.00 ",1.0,82.0,32.0,"  86,755.79 ",
Applicant 1309,Manager,Non-Metro,"  54,876.00 ",3.0,82.0,25.0,"  90,608.41 ",
Applicant 1310,Executive,Metro,"  55,179.00 ",4.0,54.0,41.0,"  72,895.67 ",
Applicant 1311,Executive,Metro,"  47,650.00 ",2.0,49.0,42.0,"  72,634.98 ",
Applicant 1312,Executive,Non-Metro,"  52,669.00 ",2.0,84.0,33.0,"  66,633.06 ",
Applicant 1313,Executive,Metro,"  64,069.00 ",2.0,40.0,34.0,"  76,812.81 ",
Applicant 1314,Manager,Non-Metro,"  56,004.00 ",1.0,69.0,19.0,"  92,433.88 ",
Applicant 1315,Manager,Non-Metro,"  46,000.00 ",4.0,64.0,30.0,"  63,148.62 ",
Applicant 1316,Executive,Metro,"  50,518.00 ",3.0,75.0,18.0,"  82,046.23 ",
Applicant 1317,Executive,Non-Metro,"  50,130.00 ",2.0,40.0,19.0,"  54,356.95 ",
Applicant 1318,Executive,Metro,"  76,070.00 ",2.0,54.0,18.0,"  58,309.56 ",
Applicant 1319,Executive,Metro,"  60,495.00 ",3.0,47.0,35.0,"  84,676.05 ",
Applicant 1320,Executive,Non-Metro,"  50,935.00 ",2.0,67.0,39.0,"  66,054.39 ",
Applicant 1321,Executive,Metro,"  60,109.00 ",2.0,47.0,31.0,"  61,396.48 ",
Applicant 1322,Manager,Metro,"  55,145.00 ",4.0,38.0,62.0,"  82,190.52 ",
Applicant 1323,Executive,Metro,"  62,619.00 ",1.0,77.0,62.0,"  71,767.67 ",
Applicant 1324,Manager,Non-Metro,"  61,299.00 ",4.0,72.0,42.0,"  103,103.64 ",
Applicant 1325,Executive,Metro,"  47,058.00 ",4.0,53.0,31.0,"  62,076.85 ",
Applicant 1326,Executive,Metro,"  59,344.00 ",1.0,64.0,61.0,"  84,601.54 ",
Applicant 1327,Executive,Non-Metro,"  61,239.00 ",4.0,85.0,42.0,"  69,545.88 ",
Applicant 1328,Executive,Metro,"  57,311.00 ",3.0,54.0,51.0,"  66,931.93 ",
Applicant 1329,Executive,Non-Metro,"  47,080.00 ",4.0,66.0,23.0,"  84,688.33 ",
Applicant 1330,Executive,Metro,"  59,189.00 ",4.0,45.0,52.0,"  82,670.85 ",
Applicant 1331,Executive,Non-Metro,"  46,452.00 ",4.0,83.0,57.0,"  70,993.97 ",
Applicant 1332,Executive,Non-Metro,"  58,254.00 ",4.0,42.0,23.0,"  73,463.16 ",
Applicant 1333,Executive,Non-Metro,"  72,649.00 ",3.0,69.0,52.0,"  78,861.46 ",
Applicant 1334,Executive,Metro,"  59,661.00 ",4.0,68.0,50.0,"  69,712.40 ",
Applicant 1335,Executive,Non-Metro,"  53,714.00 ",1.0,67.0,18.0,"  69,298.75 ",
Applicant 1336,Executive,Non-Metro,"  61,957.00 ",1.0,47.0,18.0,"  66,397.77 ",
Applicant 1337,Executive,Non-Metro,"  53,203.00 ",3.0,69.0,21.0,"  64,044.38 ",
Applicant 1338,Manager,Non-Metro,"  51,820.00 ",1.0,47.0,61.0,"  83,346.06 ",
Applicant 1339,Manager,Metro,"51,000",3.0,84.0,79.0,"80,000",
Applicant 1340,Executive,Non-Metro,"60,000",1.0,68.0,45.0,"90,000",
Applicant 1341,Executive,Non-Metro,"75,000",8.0,88.0,137.0,"1,00,000",
Applicant 1342,Executive,Non-Metro,"75,000",7.0,84.0,109.0,"90,000",
Applicant 1343,Executive,Metro,"60,000",6.0,81.0,99.0,"90,000",
Applicant 1344,Executive,Non-Metro,"1,00,000",10.0,94.0,159.0,"2,00,000",
Applicant 1345,Manager,Metro,"90,000",1.0,60.0,5.0,"2,00,000",
Applicant 1346,Executive,Metro,"90,000",7.0,85.0,121.0,"2,00,000",
Applicant 1347,Manager,Metro,"1,00,000",6.0,79.0,86.0,"2,00,000",
Applicant 1348,Manager,Metro,10000,7.0,85.0,118.0,20000,
Applicant 1349,Executive,Non-Metro,"90,000",8.0,82.0,101.0,"2,00,000",
Applicant 1350,Executive,Non-Metro,"90,000",6.0,80.0,92.0,20000,
Applicant 1351,Manager,Metro,"1,00,000",1.0,60.0,5.0,"2,00,000",
Applicant 1352,Manager,Metro,"1,00,000",1.0,60.0,5.0,"2,00,000",
John Doe, Data Scientist, urban, 10 LPA,3.0, 85%,24.0, 15 LPA,
